"name","latitude","longitude","datetime","tempmax","tempmin","temp","feelslikemax","feelslikemin","feelslike","precip","preciptype","snow","snowdepth","cloudcover","conditions","description","city","country","id","location","temp_diff_max","temp_diff_min","temp_diff"
"Louisville, KY, United States",38.255,-85.767,"1980-12-25",-5.3,-12.8,-8.1,-5.8,-18.1,-12.5,0,"",,0,47.7,"Partially cloudy","Becoming cloudy in the afternoon.","Louisville (KY)","USA",72,"Louisville (KY), USA",2.8,4.7,1.9
"Ashgabat, Turkmenistan",37.951,58.39,"1980-12-25",12.1,0.1,5.1,12.1,0.1,4.2,,"",,0,18,"Clear","Clear conditions throughout the day.","Ashgabat","Turkmenistan",34,"Ashgabat, Turkmenistan",7,5,2
"South Korea South Korea Seoul",37.559,127,"1980-12-25",1.9,-5.8,-1.7,-1,-8.6,-3.2,0.947,"rain,snow",,8.5,71.9,"Snow, Rain, Partially cloudy","Clearing in the afternoon with late afternoon rain or snow.","Seoul","South Korea",1,"Seoul, South Korea",3.6,4.1,0.5
"Nashville, TN, United States",36.168,-86.778,"1980-12-25",-2.8,-9.9,-5.7,-6.1,-17.5,-11,0,"",,,55.8,"Partially cloudy","Partly cloudy throughout the day.","Nashville (TN)","USA",66,"Nashville (TN), USA",2.9,4.2,1.3
"Oklahoma City, OK, United States",35.472,-97.521,"1980-12-25",-0.5,-12.2,-7.2,-6,-17.5,-12.6,0,"",,,65,"Partially cloudy","Partly cloudy throughout the day.","Oklahoma City (OK)","USA",65,"Oklahoma City (OK), USA",6.7,5,1.7
"Charlotte, NC, United States",35.223,-80.838,"1980-12-25",3.9,-7.8,-3.2,-1,-14.6,-9,0,"",,,2.1,"Clear","Clear conditions throughout the day.","Charlotte (NC)","USA",61,"Charlotte (NC), USA",7.1,4.6,2.5
"Memphis, TN, United States",35.15,-90.049,"1980-12-25",-0.6,-6.6,-3.3,-1,-13.7,-7.5,0,"",,0,91.3,"Overcast","Cloudy skies throughout the day.","Memphis (TN)","USA",70,"Memphis (TN), USA",2.7,3.3,0.6
"Kathmandu, Bagmati, Nepal",27.693,85.322,"1980-12-25",13.1,7.1,9.8,13.1,7.1,9.8,0,"",,,23.3,"Partially cloudy","Partly cloudy throughout the day.","Kathmandu","Nepal",31,"Kathmandu, Nepal",3.3,2.7,0.599999999999998
"Thimphu, Bhutan",27.468,89.662,"1980-12-25",1.1,-14.9,-7.3,-2.2,-15.2,-10.1,0,"",,,38.8,"Partially cloudy","Becoming cloudy in the afternoon.","Thimphu","Bhutan",49,"Thimphu, Bhutan",8.4,7.6,0.8
"Reykjavíkurborg, Ísland",64.146,-21.94,"1981-12-25",5.1,0.1,3,-0.4,-7,-3.3,0,"",,,77.5,"Partially cloudy","Partly cloudy throughout the day.","Reykjavík","Iceland",47,"Reykjavík, Iceland",2.1,2.9,0.8
"Anchorage, AK, United States",61.218,-149.858,"1981-12-25",-2.2,-7.6,-5.1,-2.2,-9.3,-6.1,0,"",,16.2,87.4,"Partially cloudy","Partly cloudy throughout the day.","Anchorage (AK)","USA",73,"Anchorage (AK), USA",2.9,2.5,0.399999999999999
"Helsinki, Etelä-Suomi, Suomi",60.171,24.933,"1981-12-25",0.1,-10,-5,-4.6,-21.1,-12.7,,"",,,100,"Overcast","Cloudy skies throughout the day.","Helsinki","Finland",24,"Helsinki, Finland",5.1,5,0.0999999999999996
"Oslo, Norge",59.912,10.75,"1981-12-25",-8.9,-13.3,-10.6,-11.1,-21.1,-16.3,0.142,"snow",,90,78.8,"Snow, Partially cloudy","Partly cloudy throughout the day with early morning snow.","Oslo","Norway",30,"Oslo, Norway",1.7,2.7,1
"Tallinn, Eesti",59.436,24.753,"1981-12-25",-1.9,-5,-3.6,-5.9,-11.2,-8.7,0,"",,34,100,"Overcast","Cloudy skies throughout the day.","Tallinn","Estonia",40,"Tallinn, Estonia",1.7,1.4,0.3
"Stockholm, Stockholms län, Sverige",59.333,18.067,"1981-12-25",-5.9,-8,-6.3,-6,-15,-11.8,0,"",,,89.6,"Partially cloudy","Partly cloudy throughout the day.","Stockholm","Sweden",17,"Stockholm, Sweden",0.399999999999999,1.7,1.3
"Rīga, Latvija",56.946,24.115,"1981-12-25",1.1,-1.9,0.1,-2.2,-6.7,-4.3,,"",,28,100,"Overcast","Cloudy skies throughout the day.","Riga","Latvia",32,"Riga, Latvia",1,2,1
"Москва, Центральный федеральный округ, Россия",55.757,37.615,"1981-12-25",-0.9,-8,-4.8,-5.2,-15.7,-11.6,,"",,23,100,"Overcast","Cloudy skies throughout the day.","Moscow","Russia",3,"Moscow, Russia",3.9,3.2,0.7
"København, Hovedstaden, Danmark",55.676,12.568,"1981-12-25",0.3,-3.9,-1.5,-4.6,-8.9,-6.8,2,"rain,snow",,,89.5,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with early morning snow or rain.","Copenhagen","Denmark",22,"Copenhagen, Denmark",1.8,2.4,0.6
"Vilnius, Vilniaus Apskritis, Lietuva",54.691,25.27,"1981-12-25",0.1,0,0,-2.4,-8.3,-5.1,0,"",,39,100,"Overcast","Cloudy skies throughout the day.","Vilnius","Lithuania",36,"Vilnius, Lithuania",0.1,0,0.1
"Мінск, Беларусь",53.904,27.566,"1981-12-25",0.1,-2.9,-0.9,-2.4,-7.1,-4.6,,"",,31.8,98.5,"Overcast","Cloudy skies throughout the day.","Minsk","Belarus",12,"Minsk, Belarus",1,2,1
"Edmonton, AB, Canada",53.546,-113.49,"1981-12-25",-6,-12.1,-9,-7.9,-16.1,-12.3,3.588,"snow",,0,88.5,"Snow, Partially cloudy","Partly cloudy throughout the day with a chance of snow throughout the day.","Edmonton","Canada",53,"Edmonton, Canada",3,3.1,0.0999999999999996
"Dublin, Ireland",53.348,-6.248,"1981-12-25",7.1,-4,1.4,3.3,-9.2,-2.2,0,"",,0,63.1,"Partially cloudy","Partly cloudy throughout the day.","Dublin","Ireland",25,"Dublin, Ireland",5.7,5.4,0.299999999999999
"Berlin, Deutschland",52.516,13.377,"1981-12-25",-0.9,-2.9,-1.7,-1.3,-8.2,-4.8,,"",,,96.9,"Overcast","Cloudy skies throughout the day.","Berlin","Germany",7,"Berlin, Germany",0.8,1.2,0.4
"Amsterdam, Noord-Holland, Nederland",52.37,4.908,"1981-12-25",3.1,-1.8,1.3,0.1,-3.6,-1.8,0.466,"rain",,5.4,67.5,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Amsterdam","Netherlands",19,"Amsterdam, Netherlands",1.8,3.1,1.3
"Warszawa, Woj. Mazowieckie, Polska",52.236,21.01,"1981-12-25",0.1,-1.9,-0.3,0.1,-4.7,-2.8,0,"",,,85,"Partially cloudy","Partly cloudy throughout the day.","Warsaw","Poland",15,"Warsaw, Poland",0.4,1.6,1.2
"London, England, United Kingdom",51.506,-0.127,"1981-12-25",2.5,-4,-1.6,2.5,-6.2,-2.6,0,"",,3.6,19.6,"Clear","Clear conditions throughout the day.","London","United Kingdom",4,"London, United Kingdom",4.1,2.4,1.7
"Нұр-Сұлтан, Қазақстан",51.128,71.428,"1981-12-25",-11.9,-24.9,-19.4,-21.3,-33.7,-30,0,"",,12,46.5,"Partially cloudy","Clearing in the afternoon.","Astana","Kazakhstan",29,"Astana, Kazakhstan",7.5,5.5,2
"Calgary, AB, Canada",51.045,-114.063,"1981-12-25",2.8,-10.1,-4.3,-3.1,-14.4,-8.2,0,"",,,70,"Partially cloudy","Partly cloudy throughout the day.","Calgary","Canada",52,"Calgary, Canada",7.1,5.8,1.3
"Brussels, Belgium",50.844,4.356,"1981-12-25",2,-0.1,1.4,-1.1,-4.4,-2.7,0,"",,0.8,87.6,"Partially cloudy","Partly cloudy throughout the day.","Brussels","Belgium",16,"Brussels, Belgium",0.6,1.5,0.9
"Київ, Україна",50.451,30.524,"1981-12-25",1.1,0.1,0.5,-4.2,-6.3,-5.2,0,"",,29,100,"Overcast","Cloudy skies throughout the day.","Kyiv","Ukraine",9,"Kyiv, Ukraine",0.6,0.4,0.2
"Praha, Hlavní město Praha, Česko",50.079,14.433,"1981-12-25",-1.9,-7.9,-3.6,-3.9,-11.7,-7,1.643,"snow",,,86.3,"Snow, Partially cloudy","Partly cloudy throughout the day with afternoon snow.","Prague","Czechia",23,"Prague, Czechia",1.7,4.3,2.6
"Winnipeg, MB, Canada",49.9,-97.141,"1981-12-25",-13.2,-24.9,-20.5,-16.8,-32.6,-23.9,,"",,8,3.1,"Clear","Clear conditions throughout the day.","Winnipeg","Canada",55,"Winnipeg, Canada",7.3,4.4,2.9
"Luxembourg, Luxembourg",49.61,6.13,"1981-12-25",0.6,-1.9,-1,-3.4,-7.3,-5.2,1.046,"rain,snow",,16,96,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Luxembourg","Luxembourg",48,"Luxembourg, Luxembourg",1.6,0.9,0.7
"Vancouver, BC, Canada",49.26,-123.113,"1981-12-25",5.1,3.1,4.4,5,-0.2,2,0,"",,0,71.8,"Partially cloudy","Partly cloudy throughout the day.","Vancouver","Canada",56,"Vancouver, Canada",0.699999999999999,1.3,0.600000000000001
"Paris, Île-de-France, France",48.857,2.341,"1981-12-25",4.7,0.5,2,2.2,-2.9,-0.7,0.511,"rain",,0,51.3,"Rain, Partially cloudy","Clearing in the afternoon with early morning rain.","Paris","France",5,"Paris, France",2.7,1.5,1.2
"Wien, Österreich",48.203,16.368,"1981-12-25",2,-0.9,0.3,-2.3,-6,-4.4,7.706,"rain,snow",,26,92.5,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Vienna","Austria",13,"Vienna, Austria",1.7,1.2,0.5
"Bratislava, Bratislavský kraj, Slovenská Republika",48.149,17.107,"1981-12-25",1.2,0,0.4,1,-6,-3.3,5.961,"rain,snow",,35,96.5,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Bratislava","Slovakia",39,"Bratislava, Slovakia",0.8,0.4,0.4
"Ulaanbaatar, Mongolia",47.922,106.918,"1981-12-25",-10.9,-17.9,-14.6,-10.9,-17.9,-16.1,0,"",,0,50,"Partially cloudy","Becoming cloudy in the afternoon.","Ulaanbaatar","Mongolia",20,"Ulaanbaatar, Mongolia",3.7,3.3,0.4
"Seattle, WA, United States",47.604,-122.329,"1981-12-25",8,2.9,5.7,6.2,-0.5,3.1,0,"",,0,81.7,"Partially cloudy","Partly cloudy throughout the day.","Seattle (WA)","USA",63,"Seattle (WA), USA",2.3,2.8,0.5
"Budapest, Magyarország",47.5,19.055,"1981-12-25",1.3,-0.9,0.7,-1.2,-7.2,-4.1,4.075,"rain,snow",,,94.9,"Snow, Rain, Overcast","Cloudy skies throughout the day with afternoon rain or snow.","Budapest","Hungary",8,"Budapest, Hungary",0.6,1.6,1
"Chișinău, Moldova",47.025,28.832,"1981-12-25",7.1,3.1,4.5,4.6,0.2,2.7,0,"",,0,100,"Overcast","Cloudy skies throughout the day.","Chisinau","Moldova",37,"Chisinau, Moldova",2.6,1.4,1.2
"Bern, BE, Schweiz",46.948,7.44,"1981-12-25",1.1,-1.6,0.5,1.1,-5,-3.4,3.863,"rain,snow",,28.5,90.3,"Snow, Rain, Overcast","Cloudy skies throughout the day with rain or snow.","Bern","Switzerland",46,"Bern, Switzerland",0.6,2.1,1.5
"Ljubljana, Slovenija",46.051,14.503,"1981-12-25",1.2,-0.4,0.2,1.2,-0.4,0.2,3,"rain,snow",,28.5,87.2,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with early morning snow or rain.","Ljubljana","Slovenia",43,"Ljubljana, Slovenia",1,0.6,0.4
"Zagreb, Hrvatska",45.807,15.968,"1981-12-25",3.1,0,1.2,3.1,-2.4,0.4,,"",,11.7,93.5,"Overcast","Cloudy skies throughout the day.","Zagreb","Croatia",35,"Zagreb, Croatia",1.9,1.2,0.7
"Montréal, QC, Canada",45.512,-73.555,"1981-12-25",-0.4,-5.5,-3.8,-7.3,-12.4,-9.6,0,"",,,74,"Partially cloudy","Partly cloudy throughout the day.","Montréal","Canada",51,"Montréal, Canada",3.4,1.7,1.7
"Portland, OR, United States",45.512,-122.676,"1981-12-25",8.4,3.9,6.6,8.4,1.1,5.2,0.594,"rain",,0,93.5,"Rain, Overcast","Cloudy skies throughout the day with rain.","Portland (OR)","USA",69,"Portland (OR), USA",1.8,2.7,0.899999999999999
"Ottawa, ON, Canada",45.422,-75.691,"1981-12-25",-2.6,-7.7,-4.4,-4.9,-11.5,-8.7,0,"",,,91.5,"Overcast","Cloudy skies throughout the day.","Ottawa","Canada",54,"Ottawa, Canada",1.8,3.3,1.5
"Београд, Централна Србија, Србија",44.813,20.463,"1981-12-25",6.1,2.1,4.4,4.6,-2.4,0.3,3.115,"rain",,0,99.6,"Rain, Overcast","Cloudy skies throughout the day with rain.","Belgrade","Serbia",21,"Belgrade, Serbia",1.7,2.3,0.600000000000001
"București, România",44.434,26.103,"1981-12-25",6.1,2,4,6.1,-0.1,2.4,0.002,"rain",,0,98.8,"Rain, Overcast","Cloudy skies throughout the day with early morning rain.","Bucharest","Romania",14,"Bucharest, Romania",2.1,2,0.0999999999999996
"Sarajevo, Federacija Bosne i Hercegovine, Bosna i Hercegovina",43.859,18.436,"1981-12-25",6.2,2.1,4.3,5.1,-1.8,1.8,,"",,50,94.2,"Overcast","Cloudy skies throughout the day.","Sarajevo","Bosnia and Herzegovina",42,"Sarajevo, Bosnia and Herzegovina",1.9,2.2,0.299999999999999
"Toronto, ON, Canada",43.649,-79.385,"1981-12-25",1,-5,-2.2,-3,-11.2,-7.6,0,"",,5,49.2,"Partially cloudy","Partly cloudy throughout the day.","Toronto","Canada",50,"Toronto, Canada",3.2,2.8,0.4
"Bishkek, Kyrgyzstan",42.884,74.603,"1981-12-25",3.1,-1.5,1.1,3.1,-4.2,-1.9,0,"",,10,94.4,"Overcast","Cloudy skies throughout the day.","Bishkek","Kyrgyzstan",27,"Bishkek, Kyrgyzstan",2,2.6,0.6
"София, България",42.697,23.324,"1981-12-25",7.1,0.1,2.9,6,-3.8,1.8,0.024,"rain",,35.3,65.6,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Sofia","Bulgaria",18,"Sofia, Bulgaria",4.2,2.8,1.4
"Prishtinë, Kosovë",42.672,21.162,"1981-12-25",9.2,1.1,4.9,8.3,-2.8,3.1,0.5,"rain",,0.4,84.2,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Pristina","Kosovo",44,"Pristina, Kosovo",4.3,3.8,0.499999999999999
"Podgorica, Crna Gora",42.435,19.264,"1981-12-25",12.1,7.1,9.2,12.1,5.3,8.5,6.121,"rain",,1,93.9,"Rain, Overcast","Cloudy skies throughout the day with rain.","Podgorica","Montenegro",45,"Podgorica, Montenegro",2.9,2.1,0.800000000000001
"Boston, MA, United States",42.359,-71.057,"1981-12-25",3.4,-0.7,2,-0.8,-5.8,-2.3,0,"",,,69.6,"Partially cloudy","Partly cloudy throughout the day.","Boston (MA)","USA",68,"Boston (MA), USA",1.4,2.7,1.3
"Detroit, MI, United States",42.332,-83.048,"1981-12-25",-0.2,-7.4,-4.1,-2.5,-13.4,-9.2,0,"",,11.8,17.5,"Clear","Clear conditions throughout the day.","Detroit (MI)","USA",71,"Detroit (MI), USA",3.9,3.3,0.599999999999999
"Скопје, Северна Македонија",41.995,21.43,"1981-12-25",12.1,1.1,5.4,12.1,0,5,0.546,"rain",,6.7,54.3,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Skopje","Macedonia",38,"Skopje, Macedonia",6.7,4.3,2.4
"Chicago, IL, United States",41.884,-87.632,"1981-12-25",1.9,-9.3,-4.2,-0.9,-14,-8,0,"",,,32.4,"Partially cloudy","Partly cloudy throughout the day.","Chicago (IL)","USA",58,"Chicago (IL), USA",6.1,5.1,0.999999999999999
"თბილისი, Georgia",41.709,44.796,"1981-12-25",3.1,1,1.6,3,-3,0.2,0,"",,0,98.7,"Overcast","Cloudy skies throughout the day.","Tbilisi","Georgia",26,"Tbilisi, Georgia",1.5,0.6,0.9
"Toshkent, O'zbekiston",41.326,69.241,"1981-12-25",9,3.1,5.1,9,1.4,4.2,0,"",,0,98.8,"Overcast","Cloudy skies throughout the day.","Tashkent","Uzbekistan",11,"Tashkent, Uzbekistan",3.9,2,1.9
"Tiranë, Shqipëria",41.322,19.825,"1981-12-25",14,8.1,10.4,14,8.1,10.4,0.923,"rain",,25.5,87.7,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Tirana","Albania",41,"Tirana, Albania",3.6,2.3,1.3
"New York, NY, United States",40.715,-74.007,"1981-12-25",4,-1,2.7,1.1,-4.1,-0.5,0,"",,,73,"Partially cloudy","Partly cloudy throughout the day.","New York (NY)","USA",57,"New York (NY), USA",1.3,3.7,2.4
"Երևան, Հայաստան",40.179,44.513,"1981-12-25",3,0.1,1.4,2,-1.8,0.7,,"",,5,99.7,"Overcast","Cloudy skies throughout the day.","Yerevan","Armenia",28,"Yerevan, Armenia",1.6,1.3,0.3
"Columbus, OH, United States",39.962,-83.003,"1981-12-25",3.6,-6.1,-1.2,0.9,-9.8,-3.7,0,"",,,33.4,"Partially cloudy","Partly cloudy throughout the day.","Columbus (OH)","USA",60,"Columbus (OH), USA",4.8,4.9,0.0999999999999996
"Philadelphia, PA, United States",39.952,-75.162,"1981-12-25",3.4,-4.3,1.3,2.8,-5.6,-0.9,0,"",,,76.3,"Partially cloudy","Partly cloudy throughout the day.","Philadelphia (PA)","USA",59,"Philadelphia (PA), USA",2.1,5.6,3.5
"Ankara, Türkiye",39.921,32.854,"1981-12-25",10.1,2.6,6.5,10.1,2.6,5.6,0,"",,,79.1,"Partially cloudy","Partly cloudy throughout the day.","Ankara","Turkey",6,"Ankara, Turkey",3.6,3.9,0.3
"中国北京",39.907,116.388,"1981-12-25",4.1,-6.9,-2.2,2.3,-15.3,-4.3,0,"",,,53.8,"Partially cloudy","Partly cloudy throughout the day.","Beijing","China",2,"Beijing, China",6.3,4.7,1.6
"Indianapolis, IN, United States",39.767,-86.15,"1981-12-25",2.9,-8.3,-3.2,2.9,-12.3,-5.7,0,"",,2,31.7,"Partially cloudy","Partly cloudy throughout the day.","Indianapolis (IN)","USA",62,"Indianapolis (IN), USA",6.1,5.1,0.999999999999999
"Denver, CO, United States",39.74,-104.992,"1981-12-25",4.4,-5.4,-0.1,4.4,-11.4,-1.6,0,"",,5,67.1,"Partially cloudy","Partly cloudy throughout the day.","Denver (CO)","USA",64,"Denver (CO), USA",4.5,5.3,0.800000000000001
"Pyongyang, North Korea",39.012,125.787,"1981-12-25",4.9,-4.2,1.4,3.5,-7.7,-0.8,0.735,"rain",,,93.5,"Rain, Overcast","Cloudy skies throughout the day with late afternoon rain.","Pyongyang","North Korea",10,"Pyongyang, North Korea",3.5,5.6,2.1
"Washington, DC, United States",38.89,-77.032,"1981-12-25",5.9,0.4,3.9,5.5,-1.1,2.4,0.019,"rain",,0,85.6,"Rain, Partially cloudy","Partly cloudy throughout the day with afternoon rain.","Washington (DC)","USA",67,"Washington (DC), USA",2,3.5,1.5
"Dushanbe, Tajikistan",38.568,68.772,"1981-12-25",10.7,-0.5,6.4,10.7,-4.7,4.5,0,"",,25.8,93,"Overcast","Cloudy skies throughout the day.","Dushanbe","Tajikistan",33,"Dushanbe, Tajikistan",4.3,6.9,2.6
"Louisville, KY, United States",38.255,-85.767,"1981-12-25",6.4,-6.1,0.1,3.8,-8.7,-1.2,0,"",,,44.5,"Partially cloudy","Partly cloudy throughout the day.","Louisville (KY)","USA",72,"Louisville (KY), USA",6.3,6.2,0.100000000000001
"Ashgabat, Turkmenistan",37.951,58.39,"1981-12-25",7.1,3.1,6.2,7.1,1.1,4.4,,"",,0,100,"Overcast","Cloudy skies throughout the day.","Ashgabat","Turkmenistan",34,"Ashgabat, Turkmenistan",0.9,3.1,2.2
"South Korea South Korea Seoul",37.559,127,"1981-12-25",6,-5.2,1.2,6,-9.9,-1.2,0,"",,,74.8,"Partially cloudy","Partly cloudy throughout the day.","Seoul","South Korea",1,"Seoul, South Korea",4.8,6.4,1.6
"Nashville, TN, United States",36.168,-86.778,"1981-12-25",9.4,-1.1,3,8,-4.5,0.8,0,"",,,49.2,"Partially cloudy","Clearing in the afternoon.","Nashville (TN)","USA",66,"Nashville (TN), USA",6.4,4.1,2.3
"Oklahoma City, OK, United States",35.472,-97.521,"1981-12-25",7.2,-3.1,0.8,3,-8.6,-3.9,0,"",,,56.2,"Partially cloudy","Partly cloudy throughout the day.","Oklahoma City (OK)","USA",65,"Oklahoma City (OK), USA",6.4,3.9,2.5
"Charlotte, NC, United States",35.223,-80.838,"1981-12-25",6.7,2.2,3.8,4.2,-2.3,0,18.7,"rain",,0,100,"Rain, Overcast","Cloudy skies throughout the day with a chance of rain throughout the day.","Charlotte (NC)","USA",61,"Charlotte (NC), USA",2.9,1.6,1.3
"Memphis, TN, United States",35.15,-90.049,"1981-12-25",11,-2.7,3.7,11,-4.7,2.1,0,"",,,38.9,"Partially cloudy","Partly cloudy throughout the day.","Memphis (TN)","USA",70,"Memphis (TN), USA",7.3,6.4,0.9
"Kathmandu, Bagmati, Nepal",27.693,85.322,"1981-12-25",16.1,2.1,9.8,16.1,2.1,9.8,0,"",,,16.7,"Clear","Clear conditions throughout the day.","Kathmandu","Nepal",31,"Kathmandu, Nepal",6.3,7.7,1.4
"Thimphu, Bhutan",27.468,89.662,"1981-12-25",0.1,-18.9,-10,-0.9,-18.9,-12.3,0,"",,,7.5,"Clear","Clear conditions throughout the day.","Thimphu","Bhutan",49,"Thimphu, Bhutan",10.1,8.9,1.2
"Reykjavíkurborg, Ísland",64.146,-21.94,"1982-12-25",0.2,-4.9,-2.1,0.1,-15.3,-8.8,5.04,"rain,snow",,,85.2,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with rain or snow.","Reykjavík","Iceland",47,"Reykjavík, Iceland",2.3,2.8,0.5
"Anchorage, AK, United States",61.218,-149.858,"1982-12-25",-9.8,-13.9,-12,-9.8,-13.9,-12.2,0,"",,21,56.7,"Partially cloudy","Partly cloudy throughout the day.","Anchorage (AK)","USA",73,"Anchorage (AK), USA",2.2,1.9,0.299999999999999
"Helsinki, Etelä-Suomi, Suomi",60.171,24.933,"1982-12-25",3.7,2,2.7,-2.5,-5.3,-4.2,,"",,20,92.6,"Overcast","Cloudy skies throughout the day.","Helsinki","Finland",24,"Helsinki, Finland",1,0.7,0.3
"Oslo, Norge",59.912,10.75,"1982-12-25",0.3,-3.5,-1.3,0.2,-5.7,-2.1,0.058,"rain,snow",,52,76.4,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with early morning snow or rain.","Oslo","Norway",30,"Oslo, Norway",1.6,2.2,0.6
"Tallinn, Eesti",59.436,24.753,"1982-12-25",3,-0.3,0.9,-3.2,-5.3,-4.2,1,"rain,snow",,,78.4,"Snow, Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain or snow.","Tallinn","Estonia",40,"Tallinn, Estonia",2.1,1.2,0.9
"Stockholm, Stockholms län, Sverige",59.333,18.067,"1982-12-25",2.1,1,1.6,2,-4.8,-2.1,0,"",,10,90.4,"Overcast","Cloudy skies throughout the day.","Stockholm","Sweden",17,"Stockholm, Sweden",0.5,0.6,0.1
"Rīga, Latvija",56.946,24.115,"1982-12-25",0.7,-1.9,-0.9,-4.1,-7.4,-6.3,,"",,,97.5,"Overcast","Cloudy skies throughout the day.","Riga","Latvia",32,"Riga, Latvia",1.6,1,0.6
"Москва, Центральный федеральный округ, Россия",55.757,37.615,"1982-12-25",6.8,-0.4,1.4,5.3,-3.6,-0.6,,"",,,100,"Overcast","Cloudy skies throughout the day.","Moscow","Russia",3,"Moscow, Russia",5.4,1.8,3.6
"København, Hovedstaden, Danmark",55.676,12.568,"1982-12-25",5.8,2.3,3.5,3.3,-2.3,-0.3,0,"",,,78.1,"Partially cloudy","Partly cloudy throughout the day.","Copenhagen","Denmark",22,"Copenhagen, Denmark",2.3,1.2,1.1
"Vilnius, Vilniaus Apskritis, Lietuva",54.691,25.27,"1982-12-25",-0.9,-2.3,-1.4,-1.4,-6.3,-3.7,0,"",,,100,"Overcast","Cloudy skies throughout the day.","Vilnius","Lithuania",36,"Vilnius, Lithuania",0.5,0.9,0.4
"Мінск, Беларусь",53.904,27.566,"1982-12-25",1.2,0.4,0.8,-1.1,-3.1,-2,,"",,,100,"Overcast","Cloudy skies throughout the day.","Minsk","Belarus",12,"Minsk, Belarus",0.4,0.4,1.11022302462516e-16
"Edmonton, AB, Canada",53.546,-113.49,"1982-12-25",-2,-10.7,-5.3,-4.1,-11.9,-7.8,0.91,"snow",,5.6,59.5,"Snow, Partially cloudy","Partly cloudy throughout the day with a chance of snow throughout the day.","Edmonton","Canada",53,"Edmonton, Canada",3.3,5.4,2.1
"Dublin, Ireland",53.348,-6.248,"1982-12-25",12,9.5,10.7,12,5.6,10.5,0.102,"rain",,,89.7,"Rain, Partially cloudy","Partly cloudy throughout the day with rain.","Dublin","Ireland",25,"Dublin, Ireland",1.3,1.2,0.100000000000001
"Berlin, Deutschland",52.516,13.377,"1982-12-25",3.1,0.1,1.8,1.9,-4.9,-1.7,,"",,,97.1,"Overcast","Cloudy skies throughout the day.","Berlin","Germany",7,"Berlin, Germany",1.3,1.7,0.4
"Amsterdam, Noord-Holland, Nederland",52.37,4.908,"1982-12-25",6.6,3.6,5,4.3,-0.2,2.3,0,"",,,85.3,"Partially cloudy","Partly cloudy throughout the day.","Amsterdam","Netherlands",19,"Amsterdam, Netherlands",1.6,1.4,0.2
"Warszawa, Woj. Mazowieckie, Polska",52.236,21.01,"1982-12-25",0.1,-2.9,-1.9,-3.4,-8,-5.6,0,"",,,96.4,"Overcast","Cloudy skies throughout the day.","Warsaw","Poland",15,"Warsaw, Poland",2,1,1
"London, England, United Kingdom",51.506,-0.127,"1982-12-25",10,7.8,9.1,10,5.9,7.3,0,"",,,96.5,"Overcast","Cloudy skies throughout the day.","London","United Kingdom",4,"London, United Kingdom",0.9,1.3,0.399999999999999
"Нұр-Сұлтан, Қазақстан",51.128,71.428,"1982-12-25",-6.4,-14.8,-12.2,-10,-19.8,-15.5,0,"",,,14.3,"Clear","Clear conditions throughout the day.","Astana","Kazakhstan",29,"Astana, Kazakhstan",5.8,2.6,3.2
